Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
RIO DOCE SAÚDE;ES;421359;29910807000143;Medicina de Grupo;1;2025;23868226.02;702006.6476470588
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;SP;408026;665690000106;Autogestão;3;2025;23858417.61;769626.374516129
UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA;RS;366439;88938089000182;Cooperativa odontológica;1;2025;23830005.91;1134762.1861904762
SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SE;414701;5774975000190;Odontologia de Grupo;2;2025;23656097.0;1577073.1333333333
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;MG;382281;22027346000116;Medicina de Grupo;3;2025;23611938.32;874516.2340740741
UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;MG;343722;1012474000116;Cooperativa Médica;1;2025;23542372.03;490466.08395833336
UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO;MS;344788;2018620000183;Cooperativa Médica;1;2025;23327501.83;613881.6271052631
ODONTOART PLANOS ODONTOLÓGICOS LTDA;CE;414387;3187913000157;Odontologia de Grupo;3;2025;23280443.360000003;1369437.8447058825
AURORA SAÚDE LTDA;MG;423629;49955478000164;Medicina de Grupo;1;2025;23187204.46;966133.5191666667
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;SP;411248;648506000101;Autogestão;3;2025;23085919.32;961913.305
ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;SP;420123;23557177000199;Medicina de Grupo;2;2025;22949125.26;637475.7016666667
UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;ES;370711;2580965000126;Cooperativa odontológica;3;2025;22869448.36;994323.8417391304
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;PR;381144;1367538000100;Cooperativa odontológica;3;2025;22646408.98;1415400.56125
ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);SP;410608;200720000109;Autogestão;1;2025;22553627.95;663341.9985294117
PERSONAL CARE OPERADORA DE SAÚDE SA;SP;421707;31097886000167;Medicina de Grupo;1;2025;22509156.990000002;49909.4390022173
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;SE;415987;4430627000133;Odontologia de Grupo;3;2025;22301365.12;1486757.6746666667
COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;MG;409791;3494031000134;Cooperativa odontológica;3;2025;22234145.400000002;1170218.1789473686
UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS;GO;358436;891689000191;Cooperativa odontológica;1;2025;22069362.09;613037.8358333333
ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;RS;418218;11336728000105;Medicina de Grupo;3;2025;22068966.17;760998.8334482759
DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;SP;322890;2156150000114;Odontologia de Grupo;3;2025;21937279.16;48641.417206208425
CEDPLAN SAÚDE LTDA EPP;MG;418749;6814351000112;Medicina de Grupo;2;2025;21883090.13;705906.1332258064
UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;PB;361569;12923462000160;Cooperativa odontológica;1;2025;21648187.1;1202677.0611111112
UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA;MG;370568;17333055000116;Cooperativa odontológica;2;2025;21639178.75;1081958.9375
ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;SP;421618;30724638000136;Medicina de Grupo;3;2025;21587989.95;899499.5812499999
SD-M OPERADORA DE PLANOS DE SAUDE LTDA;RJ;421634;28953753000130;Medicina de Grupo;3;2025;21275335.77;1329708.485625
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;SP;417491;11565995000154;Medicina de Grupo;2;2025;21217190.47;258746.22524390242
UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;PI;313475;69612158000119;Cooperativa Médica;1;2025;21156834.15;1627448.7807692306
PLENUM ASSISTENCIA MEDICA  LTDA;DF;423441;47432143000136;Medicina de Grupo;2;2025;21106801.81;1507628.7007142857
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;SP;408093;66493339000185;Autogestão;3;2025;20928465.34;804940.9746153846
NOSAMED ASSISTÊNCIA MÉDICA LTDA.;SP;305928;2858169000102;Medicina de Grupo;2;2025;20905999.56;696866.652
UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO;PB;343153;24294787000100;Cooperativa Médica;1;2025;20902809.07;597223.1162857143
PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;BA;422959;41929347000109;Medicina de Grupo;3;2025;20879500.56;463988.9013333333
VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;SP;422835;41248894000110;Medicina de Grupo;1;2025;20715064.41;575418.4558333333
DONA SAÚDE CLINICAS LTDA ;SP;365645;30505523000150;Medicina de Grupo;1;2025;20654256.91;45898.34868888889
DONA SAÚDE CLINICAS LTDA ;SP;365645;30505523000150;Medicina de Grupo;2;2025;20654256.91;1087066.1531578947
CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;RJ;319872;35908607000159;Medicina de Grupo;3;2025;20651730.35;1086933.1763157896
S1 OPERADORA DE PLANO DE SAÚDE LTDA;DF;420981;27113113000150;Medicina de Grupo;2;2025;20646450.67;45779.269778270515
ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;SP;310981;40223893000159;Odontologia de Grupo;1;2025;20183435.400000002;1187260.905882353
CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;MG;410624;3613857000175;Medicina de Grupo;1;2025;20173995.41;630437.3565625
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE;SP;409413;444803000135;Autogestão;1;2025;19719468.68;758441.103076923
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;PB;344141;2314168000105;Cooperativa Médica;2;2025;19679845.509999998;855645.4569565216
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA;PR;350770;82239476000144;Cooperativa odontológica;3;2025;19615067.21;891593.9640909091
CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;PR;414026;78304672000188;Autogestão;2;2025;19574960.11;674998.6244827586
UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;MG;311057;1371135000126;Cooperativa Médica;2;2025;19439391.04;1079966.1688888888
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;SP;409405;642842000147;Autogestão;3;2025;19386711.46;497095.16564102564
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;GO;344184;33601568000117;Autogestão;3;2025;19241628.05;740062.6173076923
FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;MG;418501;14408631000159;Medicina de Grupo;1;2025;19114885.18;415540.98217391304
ASSOCIAÇÃO BENEFICENTE CATÓLICA;MG;322326;25335803000128;Filantropia;1;2025;18986795.69;452066.56404761906
AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP;SP;413283;3694367000140;Odontologia de Grupo;3;2025;18973913.06;42070.76066518846
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;MG;367613;42939207000176;Cooperativa Médica;1;2025;18919521.81;274195.96826086956
UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;SP;343056;531736000196;Cooperativa odontológica;3;2025;18881730.46;726220.4023076923
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;RJ;340162;42425561000182;Medicina de Grupo;2;2025;18875895.830000002;755035.8332000001
UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;SP;334243;58702853000155;Cooperativa odontológica;2;2025;18773121.49;988059.0257894736
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;SP;407569;72916364000127;Autogestão;2;2025;18628191.31;41304.193592017735
ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;SE;420093;13083167000105;Autogestão;3;2025;18617306.58;689529.8733333333
DENTAL CENTER LTDA;PB;339458;35436658000125;Odontologia de Grupo;3;2025;18603764.88;1240250.9919999999
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;RS;411809;3627391000167;Autogestão;1;2025;18457235.34;683601.3088888889
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;MS;418129;13026081000140;Autogestão;2;2025;18412326.36;800535.9286956522
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;SP;406813;59766105000107;Autogestão;3;2025;18409887.05;511385.7513888889
UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO;GO;342157;2192677000102;Cooperativa Médica;1;2025;18383315.67;391134.3759574469
COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;AP;365785;2254846000183;Cooperativa odontológica;3;2025;18382707.83;1148919.239375
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;RJ;340162;42425561000182;Medicina de Grupo;3;2025;18371936.64;734877.4656
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;RJ;316849;42465310000121;Autogestão;2;2025;18326848.89;1666077.1718181819
CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE;SC;419851;21205801000163;Autogestão;1;2025;18159577.09;698445.2726923077
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;SP;408034;66491036000123;Autogestão;3;2025;18131187.330000002;503644.0925
BENEFICENCIA SOCIAL BOM SAMARITANO;MG;421189;22709109000135;Filantropia;3;2025;18107643.19;411537.3452272728
RODRIGUES LEIRA ODONTOLOGIA LTDA.;SP;415243;7154253000169;Odontologia de Grupo;3;2025;18010577.79;1125661.111875
SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;RJ;414654;4222235000189;Odontologia de Grupo;2;2025;17987293.02;999294.0566666666
PLANO ASSISTENCIAL SÃO LUCAS LTDA;MG;363391;2513939000185;Medicina de Grupo;1;2025;17891059.43;496973.87305555557
UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS;MG;320838;1647867000104;Cooperativa Médica;1;2025;17779763.81;592658.7936666666
UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;SP;316997;65442162000125;Cooperativa odontológica;2;2025;17600390.07;926336.3194736842
CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;RJ;347825;1052203000194;Autogestão;1;2025;17463354.41;485093.17805555556
MEDGOLD ASSISTENCIA MEDICA LTDA - ME;MG;419753;14576780000127;Medicina de Grupo;1;2025;17440126.54;317093.2098181818
MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;412015;3670297000190;Medicina de Grupo;3;2025;17393658.76;599781.3365517242
HOSPITAL S.P. LTDA.;RS;363189;3044492000105;Medicina de Grupo;1;2025;17325991.63;577533.0543333333
CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;RJ;422304;36263502000152;Medicina de Grupo;2;2025;17279991.61;1329230.1238461537
UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;SP;382655;2149799000108;Cooperativa odontológica;2;2025;17205358.98;860267.949
UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;GO;358339;37256591000172;Cooperativa odontológica;2;2025;17200243.080000002;1075015.1925000001
HSMED SAUDE LTDA;RJ;342955;29780384000194;Medicina de Grupo;3;2025;17194582.61;37707.41800438597
SISTEMA TOTAL DE SAÚDE LTDA.;SP;402001;53454617000143;Medicina de Grupo;1;2025;17106073.23;551808.8138709677
UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;SP;347795;59527440000144;Cooperativa odontológica;2;2025;17087985.6;854399.28
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;SP;336017;172586000171;Cooperativa odontológica;3;2025;17038806.68;681552.2672
AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA;MG;304531;17143876000190;Medicina de Grupo;1;2025;16990010.43;447105.5376315789
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;RJ;418226;13816250000146;Medicina de Grupo;1;2025;16880125.77;432823.7376923077
UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;SP;373109;826676000139;Cooperativa odontológica;3;2025;16855735.7;70822.41890756303
HOSPITAL CESAR LEITE;MG;314706;22263081000155;Filantropia;1;2025;16536868.35;472481.95285714284
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SP;344915;44945962000199;Filantropia;3;2025;16243445.469999999;386748.70166666666
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;SP;423203;841848000143;Autogestão;3;2025;16134175.94;896343.1077777777
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;SP;411248;648506000101;Autogestão;2;2025;16018286.91;667428.62125
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;SP;408026;665690000106;Autogestão;2;2025;15901760.450000001;567920.0160714287
SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;SP;422746;40038813000195;Medicina de Grupo;3;2025;15878034.18;1058535.612
ODONTOGROUP SISTEMA DE SAÚDE LTDA.;DF;389854;2751464000165;Odontologia de Grupo;1;2025;15836646.69;989790.418125
ON MED ASSISTÊNCIA MÉDICA LTDA;RS;304212;92240605000178;Medicina de Grupo;1;2025;15761364.02;394034.1005
ASSOCIACAO DE SAUDE HOLAMBRA;SP;360783;59007799000190;Medicina de Grupo;1;2025;15731005.03;34497.818048245616
CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;SP;389358;856424000152;Odontologia de Grupo;1;2025;15703550.98;785177.549
UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.;AM;311391;23031479000129;Cooperativa odontológica;1;2025;15653753.82;559062.6364285714
ANGELI SISTEMAS DE SAUDE S.A.;PR;421871;3013779000178;Medicina de Grupo;1;2025;15604288.49;520142.9496666667
ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;SP;421618;30724638000136;Medicina de Grupo;2;2025;15471437.15;644643.2145833333
PLAMESC PLANOS DE SAÚDE LTDA;RJ;419974;19512026000147;Medicina de Grupo;1;2025;15430278.03;532078.5527586207
CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;RJ;319872;35908607000159;Medicina de Grupo;2;2025;15401463.14;810603.3231578948
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;MG;382281;22027346000116;Medicina de Grupo;2;2025;15360354.34;568902.0125925926
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;SP;408263;71753297000104;Autogestão;1;2025;15355929.07;614237.1628
TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA;MG;423548;43079723000130;Medicina de Grupo;1;2025;15344002.17;852444.565
DENTAL MASTER LTDA - EPP;AL;413747;4212174000179;Odontologia de Grupo;3;2025;15215668.96;2173666.9942857143
MEDIC GLOBAL PLANOS DE SAÚDE LTDA.;MG;411868;3548273000163;Medicina de Grupo;1;2025;15207960.3;370925.8609756098
ODONTOART PLANOS ODONTOLÓGICOS LTDA;CE;414387;3187913000157;Odontologia de Grupo;2;2025;15192988.93;893705.2311764705
PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;RJ;416525;8787782000162;Odontologia de Grupo;1;2025;15183498.53;799131.5015789473
ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;BA;412996;3990914000135;Odontologia de Grupo;1;2025;15179907.05;1011993.8033333333
ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;SP;406635;71565659000133;Autogestão;1;2025;15157300.01;378932.50025
DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;SP;314366;571628000147;Odontologia de Grupo;3;2025;15055543.36;33382.57951219512
UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;ES;370711;2580965000126;Cooperativa odontológica;2;2025;15037147.85;653789.0369565217
UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO;SP;361593;96396395000162;Cooperativa odontológica;1;2025;15010959.959999999;1154689.2276923077
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;SE;415987;4430627000133;Odontologia de Grupo;2;2025;14934749.35;995649.9566666667
SANTA CASA DE MISERICÓRDIA DE TUPÃ;SP;306045;72547623000190;Filantropia;1;2025;14844339.389999999;530154.9782142857
PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;MG;422355;36186642000174;Odontologia de Grupo;3;2025;14810290.48;987352.6986666668
COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;MG;409791;3494031000134;Cooperativa odontológica;2;2025;14781755.030000001;777987.1068421053
UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS;SP;314315;44595858000111;Cooperativa odontológica;1;2025;14733987.44;775473.0231578947
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;RS;305421;72120124000111;Cooperativa odontológica;3;2025;14660492.83;814471.8238888889
DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;SP;322890;2156150000114;Odontologia de Grupo;2;2025;14582417.82;32333.52066518847
ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;SP;417831;10364053000145;Odontologia de Grupo;3;2025;14533909.09;908369.318125
PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;BA;422959;41929347000109;Medicina de Grupo;2;2025;14498939.639999999;322198.65866666666
ASSOCIAÇÃO DO FISCO DE ALAGOAS;AL;393533;12317012000123;Autogestão;2;2025;14447946.02;515998.0721428571
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;SP;409405;642842000147;Autogestão;2;2025;14300713.08;366684.9507692308
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;GO;344184;33601568000117;Autogestão;2;2025;14281428.95;549285.7288461538
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;PR;381144;1367538000100;Cooperativa odontológica;2;2025;14241217.32;890076.0825
PRONTO SOCORRO CONDE DE MOREIRA LIMA;SP;417475;51628360000173;Medicina de Grupo;1;2025;14055531.27;401586.6077142857
ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ;PA;419591;20160828000114;Autogestão;2;2025;13956735.45;634397.0659090909
SD-M OPERADORA DE PLANOS DE SAUDE LTDA;RJ;421634;28953753000130;Medicina de Grupo;2;2025;13737196.99;808070.4111764706
ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;SP;420123;23557177000199;Medicina de Grupo;1;2025;13633299.399999999;389522.83999999997
UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO;SP;313149;52657079000121;Cooperativa Médica;1;2025;13619611.55;340490.28875
DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;PB;300730;1402285000150;Odontologia de Grupo;3;2025;13503758.34;900250.556
COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;PB;390259;70094578000130;Autogestão;1;2025;13500053.6;710529.1368421052
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;SP;408034;66491036000123;Autogestão;2;2025;13459800.35;395876.4808823529
ODONT-OPERADORA ODONTOLOGICA LTDA;SP;422088;34907159000106;Odontologia de Grupo;3;2025;13458418.24;611746.2836363637
ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AM;388092;4503249000170;Autogestão;1;2025;13416826.03;638896.4776190476
ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;RS;418218;11336728000105;Medicina de Grupo;2;2025;13287967.99;458205.7927586207
UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;SP;347604;69015113000167;Cooperativa odontológica;1;2025;13285823.27;632658.250952381
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA;PR;350770;82239476000144;Cooperativa odontológica;2;2025;13223025.92;601046.6327272727
VALE PLANOS DE SAÚDE LTDA;PE;424048;29754208000188;Medicina de Grupo;2;2025;13209196.44;943514.0314285714
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;407534;28023703000154;Medicina de Grupo;3;2025;13042476.05;501633.69423076924
DENTAL CENTER LTDA;PB;339458;35436658000125;Odontologia de Grupo;2;2025;12665873.07;844391.5380000001
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;SP;406813;59766105000107;Autogestão;2;2025;12613789.32;350383.0366666667
PORTO DIAS SAUDE LTDA.;PA;415081;6145428000109;Medicina de Grupo;3;2025;12576391.97;628819.5985000001
SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SE;414701;5774975000190;Odontologia de Grupo;1;2025;12224833.64;814988.9093333334
UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;SP;343056;531736000196;Cooperativa odontológica;2;2025;12208771.53;488350.8612
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA;SP;331104;2064028000118;Cooperativa odontológica;3;2025;12202437.78;554656.2627272727
COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;MG;419028;25906728000108;Cooperativa odontológica;3;2025;12196297.9;641910.4157894737
CEDPLAN SAÚDE LTDA EPP;MG;418749;6814351000112;Medicina de Grupo;1;2025;12107892.65;390577.1822580645
ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;SE;420093;13083167000105;Autogestão;2;2025;12090954.9;465036.72692307696
COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;AP;365785;2254846000183;Cooperativa odontológica;2;2025;12075068.639999999;754691.7899999999
BENEFICENCIA SOCIAL BOM SAMARITANO;MG;421189;22709109000135;Filantropia;2;2025;12064251.42;274187.5322727273
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;RJ;340162;42425561000182;Medicina de Grupo;1;2025;11642780.9;465711.23600000003
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SP;344915;44945962000199;Filantropia;2;2025;11627210.84;276838.35333333333
ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;SP;420816;25141173000150;Medicina de Grupo;3;2025;11590570.84;526844.129090909
HSMED SAUDE LTDA;RJ;342955;29780384000194;Medicina de Grupo;2;2025;11582396.370000001;25399.992039473687
ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;PR;409634;73565319000138;Medicina de Grupo;1;2025;11578293.549999999;503404.0673913043
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;RS;305421;72120124000111;Cooperativa odontológica;2;2025;11497901.65;638772.3138888889
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;SP;409405;642842000147;Autogestão;1;2025;11476791.87;294276.7146153846
RODRIGUES LEIRA ODONTOLOGIA LTDA.;SP;415243;7154253000169;Odontologia de Grupo;2;2025;11432497.75;714531.109375
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;SP;336017;172586000171;Cooperativa odontológica;1;2025;11371083.11;454843.3244
ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;PE;423432;47325263000134;Autogestão;3;2025;11200717.45;658865.7323529412
BLUZZ SAÚDE S/A;ES;424170;54557861000102;Medicina de Grupo;3;2025;11161251.56;372041.7186666667
AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP;SP;413283;3694367000140;Odontologia de Grupo;2;2025;11139596.690000001;24699.77093126386
CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;PR;414026;78304672000188;Autogestão;1;2025;11054680.46;394810.0164285715
UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;SP;373109;826676000139;Cooperativa odontológica;2;2025;10979918.42;46134.111008403364
PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;MG;422355;36186642000174;Odontologia de Grupo;2;2025;10908739.75;727249.3166666667
NOSAMED ASSISTÊNCIA MÉDICA LTDA.;SP;305928;2858169000102;Medicina de Grupo;1;2025;10896605.8;363220.19333333336
ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;MG;417220;10796140000171;Odontologia de Grupo;3;2025;10894763.540000001;778197.3957142858
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;SP;413267;4234059000103;Medicina de Grupo;3;2025;10861171.58;678823.22375
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;SP;336017;172586000171;Cooperativa odontológica;2;2025;10829274.709999999;433170.9884
UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;MG;311057;1371135000126;Cooperativa Médica;1;2025;10823727.01;601318.1672222222
ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;RS;382639;92911056000116;Autogestão;3;2025;10802560.78;360085.3593333333
S1 OPERADORA DE PLANO DE SAÚDE LTDA;DF;420981;27113113000150;Medicina de Grupo;1;2025;10671508.459999999;23661.88128603104
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;SP;423203;841848000143;Autogestão;2;2025;10653594.51;591866.3616666667
NOVODENTE S/A;RS;417840;2919940000104;Odontologia de Grupo;3;2025;10447973.77;29514.05019774011
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;SP;423203;841848000143;Autogestão;1;2025;10446575.67;580365.315
MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;412015;3670297000190;Medicina de Grupo;2;2025;10435758.31;372705.65392857144
UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA;MG;370568;17333055000116;Cooperativa odontológica;1;2025;10317758.05;644859.878125
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;SP;415910;2569472000195;Medicina de Grupo;3;2025;10206097.870000001;425254.0779166667
ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;PE;423432;47325263000134;Autogestão;2;2025;10190457.55;599438.6794117647
